client_id,full_name,phone,email,client_type
396,Kamila Suleimen,+77427735336,kamila.suleimen96@example.com,seller
397,Salem Suleimen,+77996093059,salem.suleimen97@example.com,seller
398,Gulnara Amanov,+77716482528,gulnara.amanov98@example.com,seller
399,Nursultan Turarov,+77015046900,nursultan.turarov99@example.com,seller
400,Dias Amanov,+77960211055,dias.amanov0@example.com,seller
401,Arman Yermekova,+77280352234,arman.yermekova1@example.com,seller
402,Nursultan Nurlybai,+77586397334,nursultan.nurlybai2@example.com,seller
403,Bek Zhumanov,+77470224835,bek.zhumanov3@example.com,seller
404,Zhanar Abilov,+77939237676,zhanar.abilov4@example.com,seller
405,Arman Iskakov,+77190284883,arman.iskakov5@example.com,seller
406,Zhanar Mukhtarov,+77363430765,zhanar.mukhtarov6@example.com,seller
407,Laila Zhaksybek,+77793264863,laila.zhaksybek7@example.com,seller
408,Bek Nurlybai,+77584758032,bek.nurlybai8@example.com,seller
409,Azamat Suleimen,+77487021077,azamat.suleimen9@example.com,seller
410,Madina Bekturov,+77924388667,madina.bekturov10@example.com,seller
411,Rustem Bekturov,+77556496091,rustem.bekturov11@example.com,buyer
412,Aidos Akhmetov,+77820914314,aidos.akhmetov12@example.com,seller
413,Azamat Amanzholov,+77154220978,azamat.amanzholov13@example.com,seller
414,Nursultan Kassenov,+77240419612,nursultan.kassenov14@example.com,seller
415,Sara Kassenov,+77092544868,sara.kassenov15@example.com,seller
416,Omir Mukhtarov,+77834605104,omir.mukhtarov16@example.com,seller
417,Salem Zhaksybek,+77112636500,salem.zhaksybek17@example.com,seller
418,Azamat Nurlybai,+77161426901,azamat.nurlybai18@example.com,buyer
419,Erlan Kassenov,+77078118235,erlan.kassenov19@example.com,buyer
420,Sara Nurlybai,+77427274555,sara.nurlybai20@example.com,seller
421,Marat Sadykova,+77598639425,marat.sadykova21@example.com,seller
422,Rustem Ualikhanova,+77669410380,rustem.ualikhanova22@example.com,seller
423,Salem Mukhtarov,+77170013020,salem.mukhtarov23@example.com,seller
424,Madina Ibragimov,+77857259474,madina.ibragimov24@example.com,seller
425,Marat Abilov,+77711153787,marat.abilov25@example.com,seller
426,Marat Rysbek,+77544774970,marat.rysbek26@example.com,seller
427,Diana Saparov,+77947567676,diana.saparov27@example.com,seller
428,Marat Iskakov,+77594359978,marat.iskakov28@example.com,seller
429,Dias Saparov,+77372351517,dias.saparov29@example.com,seller
430,Salem Iskakov,+77491650757,salem.iskakov30@example.com,seller
431,Gulnara Turarov,+77383259116,gulnara.turarov31@example.com,seller
432,Rustem Amanzholov,+77431271977,rustem.amanzholov32@example.com,seller
433,Azamat Amanov,+77210441319,azamat.amanov33@example.com,seller
434,Aidos Zhumanov,+77485338192,aidos.zhumanov34@example.com,seller
435,Azamat Turarov,+77659303485,azamat.turarov35@example.com,seller
436,Gulnara Amanov,+77655446288,gulnara.amanov36@example.com,seller
437,Azamat Amanzholov,+77160972239,azamat.amanzholov37@example.com,seller
438,Erlan Amanov,+77771526168,erlan.amanov38@example.com,buyer
439,Diana Ibragimov,+77554176259,diana.ibragimov39@example.com,seller
440,Bek Sadykova,+77848822987,bek.sadykova40@example.com,seller
441,Erlan Mukhtarov,+77427986678,erlan.mukhtarov41@example.com,seller
442,Rustem Akhmetov,+77055697152,rustem.akhmetov42@example.com,seller
443,Aidos Akhmetov,+77811284047,aidos.akhmetov43@example.com,seller
444,Azamat Zhumanov,+77356350140,azamat.zhumanov44@example.com,seller
445,Laila Sadykova,+77032893156,laila.sadykova45@example.com,seller
446,Nursultan Rysbek,+77966117198,nursultan.rysbek46@example.com,seller
447,Sara Akhmetov,+77288109029,sara.akhmetov47@example.com,seller
448,Nursultan Iskakov,+77422166686,nursultan.iskakov48@example.com,seller
449,Laila Bekturov,+77210568556,laila.bekturov49@example.com,buyer
450,Omir Zhumanov,+77315856063,omir.zhumanov50@example.com,seller
451,Rustem Nurpeis,+77733930010,rustem.nurpeis51@example.com,seller
452,Azamat Abilov,+77930174090,azamat.abilov52@example.com,seller
453,Salem Nurlybai,+77110705588,salem.nurlybai53@example.com,seller
454,Azamat Kassenov,+77279954996,azamat.kassenov54@example.com,seller
455,Sara Kassenov,+77572347608,sara.kassenov55@example.com,seller
456,Bek Kassenov,+77981350469,bek.kassenov56@example.com,seller
457,Azamat Kassenov,+77617877949,azamat.kassenov57@example.com,buyer
458,Azamat Nurlybai,+77237997155,azamat.nurlybai58@example.com,buyer
459,Sara Iskakov,+77652767992,sara.iskakov59@example.com,seller
460,Arman Abilov,+77923901361,arman.abilov60@example.com,buyer
461,Salem Bekturov,+77396459225,salem.bekturov61@example.com,seller
462,Aidos Amanov,+77557202202,aidos.amanov62@example.com,seller
463,Azamat Amanzholov,+77348296458,azamat.amanzholov63@example.com,seller
464,Marat Ibragimov,+77811735830,marat.ibragimov64@example.com,seller
465,Timur Rysbek,+77240740126,timur.rysbek65@example.com,seller
466,Aigerim Saparov,+77674447039,aigerim.saparov66@example.com,seller
467,Erlan Nurlybai,+77080004114,erlan.nurlybai67@example.com,seller
468,Bek Zhumanov,+77519958500,bek.zhumanov68@example.com,seller
469,Madina Yermekova,+77560002094,madina.yermekova69@example.com,seller
470,Laila Abilov,+77288980197,laila.abilov70@example.com,seller
471,Dias Akhmetov,+77225685354,dias.akhmetov71@example.com,seller
472,Timur Turarov,+77349230222,timur.turarov72@example.com,seller
473,Gulnara Suleimen,+77350864287,gulnara.suleimen73@example.com,seller
474,Aigerim Suleimen,+77232568040,aigerim.suleimen74@example.com,seller
475,Omir Zhumanov,+77951441437,omir.zhumanov75@example.com,seller
476,Zhanar Amanov,+77781514034,zhanar.amanov76@example.com,buyer
477,Rustem Ualikhanova,+77480313557,rustem.ualikhanova77@example.com,seller
478,Madina Mukhtarov,+77666547575,madina.mukhtarov78@example.com,seller
479,Diana Suleimen,+77304383047,diana.suleimen79@example.com,buyer
480,Madina Akhmetov,+77190401000,madina.akhmetov80@example.com,seller
481,Azamat Zhumanov,+77568237183,azamat.zhumanov81@example.com,seller
482,Laila Iskakov,+77507759313,laila.iskakov82@example.com,buyer
483,Marat Nurpeis,+77813643760,marat.nurpeis83@example.com,seller
484,Aidos Rysbek,+77387606407,aidos.rysbek84@example.com,seller
485,Rustem Iskakov,+77565629037,rustem.iskakov85@example.com,seller
486,Azamat Kassenov,+77955829136,azamat.kassenov86@example.com,seller
487,Sara Amanzholov,+77868762236,sara.amanzholov87@example.com,seller
488,Zhanar Sadykova,+77348381081,zhanar.sadykova88@example.com,seller
489,Gulnara Amanzholov,+77474810235,gulnara.amanzholov89@example.com,seller
490,Timur Kassenov,+77148411584,timur.kassenov90@example.com,seller
491,Sara Iskakov,+77362157365,sara.iskakov91@example.com,seller
492,Salem Ibragimov,+77786932286,salem.ibragimov92@example.com,seller
493,Omir Ibragimov,+77845687419,omir.ibragimov93@example.com,seller
494,Nursultan Iskakov,+77138401931,nursultan.iskakov94@example.com,seller
495,Marat Suleimen,+77089096814,marat.suleimen95@example.com,seller
496,Sara Mukhtarov,+77146163398,sara.mukhtarov96@example.com,buyer
497,Madina Sadykova,+77167442665,madina.sadykova97@example.com,seller
498,Omir Abilov,+77629568465,omir.abilov98@example.com,seller
499,Dias Abilov,+77140797507,dias.abilov99@example.com,buyer
500,Sara Ibragimov,+77074348652,sara.ibragimov0@example.com,seller
501,Aidos Ibragimov,+77364996815,aidos.ibragimov1@example.com,seller
502,Madina Iskakov,+77219141328,madina.iskakov2@example.com,seller
503,Salem Kassenov,+77732286490,salem.kassenov3@example.com,seller
504,Timur Saparov,+77305332410,timur.saparov4@example.com,seller
505,Azamat Nurlybai,+77665679412,azamat.nurlybai5@example.com,seller
506,Diana Amanov,+77913047813,diana.amanov6@example.com,seller
507,Zhanar Zhaksybek,+77965152986,zhanar.zhaksybek7@example.com,seller
508,Timur Ualikhanova,+77160744181,timur.ualikhanova8@example.com,seller
509,Diana Akhmetov,+77908346125,diana.akhmetov9@example.com,buyer
510,Omir Saparov,+77224573973,omir.saparov10@example.com,seller
511,Erlan Yermekova,+77864775301,erlan.yermekova11@example.com,buyer
512,Salem Suleimen,+77791397304,salem.suleimen12@example.com,buyer
513,Aigerim Turarov,+77135608676,aigerim.turarov13@example.com,seller
514,Marat Nurpeis,+77943458306,marat.nurpeis14@example.com,buyer
515,Timur Zhumanov,+77099432884,timur.zhumanov15@example.com,buyer
516,Azamat Mukhtarov,+77950779202,azamat.mukhtarov16@example.com,seller
517,Erlan Abilov,+77445997993,erlan.abilov17@example.com,seller
518,Bek Kassenov,+77218997197,bek.kassenov18@example.com,seller
519,Omir Mukhtarov,+77571781603,omir.mukhtarov19@example.com,seller
520,Bek Bekturov,+77556929800,bek.bekturov20@example.com,seller
521,Gulnara Kassenov,+77844952083,gulnara.kassenov21@example.com,seller
522,Omir Amanov,+77498496915,omir.amanov22@example.com,seller
523,Kamila Akhmetov,+77603487252,kamila.akhmetov23@example.com,seller
524,Bek Nurpeis,+77406851093,bek.nurpeis24@example.com,buyer
525,Laila Sadykova,+77349432358,laila.sadykova25@example.com,buyer
526,Marat Turarov,+77548604942,marat.turarov26@example.com,seller
527,Azamat Amanzholov,+77258867282,azamat.amanzholov27@example.com,seller
528,Azamat Sadykova,+77589885924,azamat.sadykova28@example.com,seller
529,Gulnara Suleimen,+77693014773,gulnara.suleimen29@example.com,seller
530,Nursultan Turarov,+77490879043,nursultan.turarov30@example.com,seller
531,Aigerim Zhaksybek,+77845262073,aigerim.zhaksybek31@example.com,seller
532,Laila Nurlybai,+77199875360,laila.nurlybai32@example.com,seller
533,Sara Kassenov,+77185267560,sara.kassenov33@example.com,seller
534,Laila Nurlybai,+77976720158,laila.nurlybai34@example.com,seller
535,Zhanar Kassenov,+77108243963,zhanar.kassenov35@example.com,seller
536,Sara Nurlybai,+77080920264,sara.nurlybai36@example.com,seller
537,Rustem Amanzholov,+77591265526,rustem.amanzholov37@example.com,buyer
538,Rustem Kassenov,+77349076166,rustem.kassenov38@example.com,seller
539,Rustem Nurlybai,+77918799777,rustem.nurlybai39@example.com,buyer
540,Sara Amanzholov,+77330778431,sara.amanzholov40@example.com,seller
541,Zhanar Suleimen,+77525170584,zhanar.suleimen41@example.com,seller
542,Bek Abilov,+77173475542,bek.abilov42@example.com,seller
543,Timur Abilov,+77021002727,timur.abilov43@example.com,seller
544,Kamila Rysbek,+77620202856,kamila.rysbek44@example.com,seller
545,Marat Suleimen,+77193767948,marat.suleimen45@example.com,seller
546,Marat Nurlybai,+77471153623,marat.nurlybai46@example.com,seller
547,Nursultan Nurlybai,+77187186021,nursultan.nurlybai47@example.com,seller
548,Dias Kassenov,+77059525591,dias.kassenov48@example.com,seller
549,Rustem Zhumanov,+77503059869,rustem.zhumanov49@example.com,seller
550,Arman Yermekova,+77526485141,arman.yermekova50@example.com,seller
551,Diana Nurlybai,+77599483213,diana.nurlybai51@example.com,seller
552,Diana Nurpeis,+77030148921,diana.nurpeis52@example.com,seller
553,Diana Akhmetov,+77426416897,diana.akhmetov53@example.com,seller
554,Salem Yermekova,+77186043308,salem.yermekova54@example.com,buyer
555,Madina Rysbek,+77817114055,madina.rysbek55@example.com,seller
556,Marat Zhaksybek,+77556868272,marat.zhaksybek56@example.com,seller
557,Omir Yermekova,+77744446263,omir.yermekova57@example.com,seller
558,Erlan Akhmetov,+77198273092,erlan.akhmetov58@example.com,buyer
559,Salem Bekturov,+77992462336,salem.bekturov59@example.com,seller
560,Madina Yermekova,+77018615485,madina.yermekova60@example.com,seller
561,Timur Abilov,+77990574786,timur.abilov61@example.com,seller
562,Dias Nurlybai,+77918248569,dias.nurlybai62@example.com,seller
563,Arman Zhaksybek,+77071305518,arman.zhaksybek63@example.com,seller
564,Nursultan Yermekova,+77936309975,nursultan.yermekova64@example.com,seller
565,Aidos Nurpeis,+77690321150,aidos.nurpeis65@example.com,seller
566,Laila Akhmetov,+77712973558,laila.akhmetov66@example.com,seller
567,Dias Saparov,+77213502280,dias.saparov67@example.com,seller
568,Kamila Iskakov,+77207072487,kamila.iskakov68@example.com,seller
569,Marat Yermekova,+77978881511,marat.yermekova69@example.com,buyer
570,Laila Ualikhanova,+77504762395,laila.ualikhanova70@example.com,buyer
571,Aigerim Nurlybai,+77536726216,aigerim.nurlybai71@example.com,seller
572,Marat Suleimen,+77155890191,marat.suleimen72@example.com,seller
573,Madina Nurpeis,+77785716415,madina.nurpeis73@example.com,seller
574,Arman Yermekova,+77169011848,arman.yermekova74@example.com,buyer
575,Gulnara Ualikhanova,+77500957267,gulnara.ualikhanova75@example.com,seller
576,Madina Suleimen,+77650512858,madina.suleimen76@example.com,seller
577,Arman Suleimen,+77410794353,arman.suleimen77@example.com,seller
578,Arman Nurpeis,+77980632604,arman.nurpeis78@example.com,buyer
579,Madina Suleimen,+77663044120,madina.suleimen79@example.com,buyer
580,Gulnara Nurpeis,+77776314648,gulnara.nurpeis80@example.com,seller
581,Erlan Zhaksybek,+77267011518,erlan.zhaksybek81@example.com,seller
582,Marat Yermekova,+77039753175,marat.yermekova82@example.com,seller
583,Laila Yermekova,+77463264358,laila.yermekova83@example.com,seller
584,Sara Yermekova,+77575685030,sara.yermekova84@example.com,buyer
585,Nursultan Zhaksybek,+77698604907,nursultan.zhaksybek85@example.com,seller
586,Erlan Suleimen,+77160665891,erlan.suleimen86@example.com,seller
587,Nursultan Suleimen,+77096744637,nursultan.suleimen87@example.com,seller
588,Aidos Amanzholov,+77733410460,aidos.amanzholov88@example.com,seller
589,Erlan Nurpeis,+77989913712,erlan.nurpeis89@example.com,seller
590,Aidos Nurlybai,+77713956153,aidos.nurlybai90@example.com,seller
591,Diana Nurpeis,+77640297226,diana.nurpeis91@example.com,seller
592,Azamat Nurpeis,+77018376979,azamat.nurpeis92@example.com,buyer
593,Omir Akhmetov,+77774784405,omir.akhmetov93@example.com,seller
594,Dias Mukhtarov,+77864751031,dias.mukhtarov94@example.com,buyer
595,Laila Zhumanov,+77370697319,laila.zhumanov95@example.com,buyer
596,Laila Amanov,+77884219571,laila.amanov96@example.com,seller
597,Arman Abilov,+77487193534,arman.abilov97@example.com,seller
598,Diana Rysbek,+77204823163,diana.rysbek98@example.com,seller
599,Omir Amanzholov,+77350725895,omir.amanzholov99@example.com,seller
600,Azamat Saparov,+77818805585,azamat.saparov0@example.com,buyer
601,Aigerim Mukhtarov,+77278482739,aigerim.mukhtarov1@example.com,seller
602,Diana Mukhtarov,+77151232051,diana.mukhtarov2@example.com,seller
603,Madina Ualikhanova,+77132191422,madina.ualikhanova3@example.com,seller
604,Marat Kassenov,+77514655733,marat.kassenov4@example.com,buyer
605,Salem Amanov,+77298425899,salem.amanov5@example.com,seller
606,Nursultan Zhumanov,+77665102292,nursultan.zhumanov6@example.com,seller
607,Gulnara Turarov,+77463020978,gulnara.turarov7@example.com,seller
608,Laila Mukhtarov,+77442747932,laila.mukhtarov8@example.com,buyer
609,Diana Nurpeis,+77923429673,diana.nurpeis9@example.com,seller
610,Erlan Suleimen,+77367638808,erlan.suleimen10@example.com,seller
611,Kamila Kassenov,+77888808735,kamila.kassenov11@example.com,buyer
612,Rustem Saparov,+77034770964,rustem.saparov12@example.com,buyer
613,Madina Suleimen,+77018103437,madina.suleimen13@example.com,seller
614,Azamat Amanov,+77606050251,azamat.amanov14@example.com,seller
615,Omir Ualikhanova,+77958897115,omir.ualikhanova15@example.com,seller
616,Marat Turarov,+77398237964,marat.turarov16@example.com,seller
617,Laila Akhmetov,+77399399531,laila.akhmetov17@example.com,seller
618,Zhanar Kassenov,+77264245218,zhanar.kassenov18@example.com,seller
619,Bek Suleimen,+77146951403,bek.suleimen19@example.com,seller
620,Gulnara Ualikhanova,+77002933494,gulnara.ualikhanova20@example.com,seller
621,Madina Amanzholov,+77063778626,madina.amanzholov21@example.com,seller
622,Erlan Suleimen,+77041586445,erlan.suleimen22@example.com,seller
623,Aidos Ualikhanova,+77594684773,aidos.ualikhanova23@example.com,buyer
624,Arman Zhaksybek,+77428034660,arman.zhaksybek24@example.com,seller
625,Dias Amanov,+77173811268,dias.amanov25@example.com,seller
626,Erlan Sadykova,+77584515664,erlan.sadykova26@example.com,seller
627,Erlan Suleimen,+77872239317,erlan.suleimen27@example.com,seller
628,Gulnara Suleimen,+77159055675,gulnara.suleimen28@example.com,buyer
629,Arman Ibragimov,+77756240418,arman.ibragimov29@example.com,seller
630,Gulnara Turarov,+77209901229,gulnara.turarov30@example.com,seller
631,Zhanar Zhaksybek,+77109163516,zhanar.zhaksybek31@example.com,seller
632,Madina Zhaksybek,+77765171242,madina.zhaksybek32@example.com,seller
633,Sara Turarov,+77051323124,sara.turarov33@example.com,seller
634,Omir Iskakov,+77295867188,omir.iskakov34@example.com,seller
635,Timur Yermekova,+77860095812,timur.yermekova35@example.com,seller
636,Nursultan Suleimen,+77755983760,nursultan.suleimen36@example.com,buyer
637,Aidos Mukhtarov,+77606805016,aidos.mukhtarov37@example.com,seller
638,Nursultan Akhmetov,+77570899603,nursultan.akhmetov38@example.com,seller
639,Gulnara Ualikhanova,+77755278334,gulnara.ualikhanova39@example.com,seller
640,Marat Rysbek,+77532762930,marat.rysbek40@example.com,seller
641,Aigerim Suleimen,+77602646047,aigerim.suleimen41@example.com,seller
642,Sara Yermekova,+77720535276,sara.yermekova42@example.com,seller
643,Marat Bekturov,+77168131288,marat.bekturov43@example.com,seller
644,Kamila Ualikhanova,+77955239920,kamila.ualikhanova44@example.com,seller
645,Zhanar Nurpeis,+77084754106,zhanar.nurpeis45@example.com,seller
646,Laila Turarov,+77563302051,laila.turarov46@example.com,seller
647,Diana Amanov,+77020380266,diana.amanov47@example.com,buyer
648,Madina Rysbek,+77432701137,madina.rysbek48@example.com,seller
649,Zhanar Suleimen,+77333505590,zhanar.suleimen49@example.com,seller
650,Laila Mukhtarov,+77810778211,laila.mukhtarov50@example.com,seller
651,Arman Sadykova,+77479888913,arman.sadykova51@example.com,seller
652,Gulnara Suleimen,+77981324217,gulnara.suleimen52@example.com,seller
653,Madina Mukhtarov,+77804256965,madina.mukhtarov53@example.com,seller
654,Laila Abilov,+77583984539,laila.abilov54@example.com,seller
655,Laila Rysbek,+77616509119,laila.rysbek55@example.com,seller
656,Sara Abilov,+77716947812,sara.abilov56@example.com,seller
657,Sara Kassenov,+77045415982,sara.kassenov57@example.com,seller
658,Marat Zhumanov,+77538842340,marat.zhumanov58@example.com,seller
659,Laila Saparov,+77694264349,laila.saparov59@example.com,seller
660,Azamat Zhumanov,+77568211193,azamat.zhumanov60@example.com,seller
661,Rustem Turarov,+77213313615,rustem.turarov61@example.com,seller
662,Laila Zhaksybek,+77735680345,laila.zhaksybek62@example.com,seller
663,Zhanar Bekturov,+77647452339,zhanar.bekturov63@example.com,seller
664,Arman Ualikhanova,+77975038915,arman.ualikhanova64@example.com,seller
665,Arman Nurpeis,+77232232732,arman.nurpeis65@example.com,seller
666,Timur Sadykova,+77520787752,timur.sadykova66@example.com,seller
667,Laila Rysbek,+77266547610,laila.rysbek67@example.com,seller
668,Nursultan Ibragimov,+77469111042,nursultan.ibragimov68@example.com,buyer
669,Aigerim Iskakov,+77719118723,aigerim.iskakov69@example.com,seller
670,Laila Nurlybai,+77979219943,laila.nurlybai70@example.com,buyer
671,Marat Zhaksybek,+77866524048,marat.zhaksybek71@example.com,seller
672,Dias Rysbek,+77177320652,dias.rysbek72@example.com,seller
673,Diana Mukhtarov,+77230148238,diana.mukhtarov73@example.com,seller
674,Madina Iskakov,+77494717731,madina.iskakov74@example.com,seller
675,Arman Turarov,+77441030781,arman.turarov75@example.com,seller
676,Nursultan Mukhtarov,+77677342791,nursultan.mukhtarov76@example.com,seller
677,Arman Amanzholov,+77858119260,arman.amanzholov77@example.com,seller
678,Rustem Akhmetov,+77734811088,rustem.akhmetov78@example.com,seller
679,Diana Suleimen,+77089658290,diana.suleimen79@example.com,seller
680,Aidos Amanzholov,+77540789555,aidos.amanzholov80@example.com,seller
681,Erlan Mukhtarov,+77875441966,erlan.mukhtarov81@example.com,seller
682,Salem Bekturov,+77960100840,salem.bekturov82@example.com,seller
683,Timur Amanzholov,+77148434765,timur.amanzholov83@example.com,seller
684,Arman Zhaksybek,+77945083210,arman.zhaksybek84@example.com,seller
685,Erlan Iskakov,+77791826149,erlan.iskakov85@example.com,seller
686,Laila Zhaksybek,+77544223887,laila.zhaksybek86@example.com,seller
687,Gulnara Mukhtarov,+77578853959,gulnara.mukhtarov87@example.com,seller
688,Madina Mukhtarov,+77278636734,madina.mukhtarov88@example.com,seller
689,Zhanar Amanov,+77343810137,zhanar.amanov89@example.com,seller
690,Dias Kassenov,+77904218143,dias.kassenov90@example.com,buyer
691,Azamat Nurlybai,+77091405534,azamat.nurlybai91@example.com,seller
692,Marat Bekturov,+77098251357,marat.bekturov92@example.com,seller
693,Nursultan Iskakov,+77956693175,nursultan.iskakov93@example.com,seller
694,Laila Rysbek,+77849827238,laila.rysbek94@example.com,buyer
695,Marat Ualikhanova,+77600961387,marat.ualikhanova95@example.com,seller
696,Gulnara Bekturov,+77621262718,gulnara.bekturov96@example.com,seller
697,Madina Rysbek,+77046315523,madina.rysbek97@example.com,seller
698,Rustem Suleimen,+77277724867,rustem.suleimen98@example.com,seller
699,Laila Ualikhanova,+77120788439,laila.ualikhanova99@example.com,seller
700,Zhanar Sadykova,+77530810146,zhanar.sadykova0@example.com,buyer
701,Nursultan Amanov,+77305068805,nursultan.amanov1@example.com,seller
702,Sara Bekturov,+77380150328,sara.bekturov2@example.com,seller
703,Gulnara Nurlybai,+77856700137,gulnara.nurlybai3@example.com,seller
704,Nursultan Saparov,+77687193294,nursultan.saparov4@example.com,seller
705,Marat Ualikhanova,+77753778605,marat.ualikhanova5@example.com,seller
706,Marat Bekturov,+77412027676,marat.bekturov6@example.com,seller
707,Kamila Zhumanov,+77460966221,kamila.zhumanov7@example.com,seller
708,Kamila Zhaksybek,+77549434359,kamila.zhaksybek8@example.com,seller
709,Diana Turarov,+77476683849,diana.turarov9@example.com,seller
710,Diana Amanzholov,+77362943972,diana.amanzholov10@example.com,seller
711,Azamat Nurpeis,+77171591719,azamat.nurpeis11@example.com,seller
712,Laila Abilov,+77886395143,laila.abilov12@example.com,seller
713,Kamila Amanzholov,+77587027434,kamila.amanzholov13@example.com,seller
714,Aidos Iskakov,+77616188585,aidos.iskakov14@example.com,buyer
715,Kamila Amanzholov,+77429636900,kamila.amanzholov15@example.com,seller
716,Marat Sadykova,+77945251728,marat.sadykova16@example.com,seller
717,Diana Rysbek,+77424330442,diana.rysbek17@example.com,seller
718,Diana Iskakov,+77478002282,diana.iskakov18@example.com,seller
719,Zhanar Mukhtarov,+77669197840,zhanar.mukhtarov19@example.com,buyer
720,Dias Saparov,+77079299111,dias.saparov20@example.com,seller
721,Arman Nurlybai,+77962136805,arman.nurlybai21@example.com,seller
722,Omir Zhumanov,+77687298924,omir.zhumanov22@example.com,buyer
723,Aigerim Ualikhanova,+77115921670,aigerim.ualikhanova23@example.com,seller
724,Aigerim Amanov,+77772787506,aigerim.amanov24@example.com,seller
725,Aidos Ibragimov,+77200339143,aidos.ibragimov25@example.com,seller
726,Madina Rysbek,+77344904727,madina.rysbek26@example.com,buyer
727,Azamat Ibragimov,+77837259691,azamat.ibragimov27@example.com,seller
728,Nursultan Akhmetov,+77973270814,nursultan.akhmetov28@example.com,seller
729,Timur Amanov,+77155310912,timur.amanov29@example.com,seller
730,Arman Zhumanov,+77104541057,arman.zhumanov30@example.com,seller
731,Sara Sadykova,+77937421611,sara.sadykova31@example.com,seller
732,Timur Rysbek,+77030338531,timur.rysbek32@example.com,seller
733,Azamat Turarov,+77504708275,azamat.turarov33@example.com,seller
734,Dias Iskakov,+77136126068,dias.iskakov34@example.com,seller
735,Marat Amanzholov,+77615505939,marat.amanzholov35@example.com,buyer
736,Salem Amanzholov,+77974477732,salem.amanzholov36@example.com,seller
737,Azamat Zhaksybek,+77894779063,azamat.zhaksybek37@example.com,seller
738,Arman Rysbek,+77085490742,arman.rysbek38@example.com,seller
739,Kamila Ualikhanova,+77555094022,kamila.ualikhanova39@example.com,seller
740,Rustem Ibragimov,+77668455304,rustem.ibragimov40@example.com,seller
741,Azamat Bekturov,+77284569985,azamat.bekturov41@example.com,seller
742,Marat Amanzholov,+77662935351,marat.amanzholov42@example.com,buyer
743,Laila Bekturov,+77747838944,laila.bekturov43@example.com,seller
744,Timur Iskakov,+77409270031,timur.iskakov44@example.com,seller
745,Dias Ibragimov,+77365378226,dias.ibragimov45@example.com,seller
746,Sara Sadykova,+77118805217,sara.sadykova46@example.com,seller
747,Marat Nurpeis,+77775651322,marat.nurpeis47@example.com,seller
748,Madina Amanov,+77387960179,madina.amanov48@example.com,buyer
749,Azamat Sadykova,+77377163672,azamat.sadykova49@example.com,seller
750,Dias Amanov,+77084402899,dias.amanov50@example.com,seller
751,Madina Abilov,+77893915858,madina.abilov51@example.com,seller
752,Aigerim Ualikhanova,+77337571555,aigerim.ualikhanova52@example.com,seller
753,Zhanar Nurpeis,+77107383106,zhanar.nurpeis53@example.com,seller
754,Sara Akhmetov,+77643701616,sara.akhmetov54@example.com,seller
755,Azamat Amanov,+77008244549,azamat.amanov55@example.com,buyer
756,Aidos Zhumanov,+77704443351,aidos.zhumanov56@example.com,seller
757,Diana Saparov,+77569462036,diana.saparov57@example.com,seller
758,Nursultan Sadykova,+77314947114,nursultan.sadykova58@example.com,seller
759,Azamat Rysbek,+77843442595,azamat.rysbek59@example.com,seller
760,Zhanar Amanov,+77440728398,zhanar.amanov60@example.com,seller
761,Sara Ualikhanova,+77281460807,sara.ualikhanova61@example.com,seller
762,Aidos Saparov,+77337957665,aidos.saparov62@example.com,seller
763,Omir Amanov,+77812034755,omir.amanov63@example.com,seller
764,Sara Amanzholov,+77958275511,sara.amanzholov64@example.com,seller
765,Laila Zhaksybek,+77840221054,laila.zhaksybek65@example.com,seller
766,Sara Abilov,+77206467147,sara.abilov66@example.com,seller
767,Zhanar Nurpeis,+77260400251,zhanar.nurpeis67@example.com,seller
768,Kamila Bekturov,+77940475053,kamila.bekturov68@example.com,seller
769,Diana Kassenov,+77827237224,diana.kassenov69@example.com,seller
770,Sara Saparov,+77058188648,sara.saparov70@example.com,seller
771,Azamat Ibragimov,+77648164746,azamat.ibragimov71@example.com,seller
772,Rustem Sadykova,+77009831282,rustem.sadykova72@example.com,seller
773,Nursultan Kassenov,+77127146375,nursultan.kassenov73@example.com,seller
774,Diana Saparov,+77194394462,diana.saparov74@example.com,seller
775,Zhanar Amanov,+77745122740,zhanar.amanov75@example.com,seller
776,Timur Bekturov,+77144242779,timur.bekturov76@example.com,seller
777,Marat Turarov,+77418913409,marat.turarov77@example.com,buyer
778,Arman Turarov,+77189920787,arman.turarov78@example.com,seller
779,Arman Turarov,+77399978780,arman.turarov79@example.com,seller
780,Salem Iskakov,+77686569718,salem.iskakov80@example.com,seller
781,Madina Mukhtarov,+77816573079,madina.mukhtarov81@example.com,buyer
782,Arman Amanov,+77632229840,arman.amanov82@example.com,seller
783,Bek Amanov,+77600038466,bek.amanov83@example.com,seller
784,Aigerim Turarov,+77185638316,aigerim.turarov84@example.com,seller
785,Gulnara Mukhtarov,+77999637925,gulnara.mukhtarov85@example.com,seller
786,Gulnara Nurpeis,+77771245472,gulnara.nurpeis86@example.com,seller
787,Kamila Kassenov,+77685685141,kamila.kassenov87@example.com,seller
788,Dias Nurpeis,+77784311348,dias.nurpeis88@example.com,seller
789,Nursultan Sadykova,+77218926239,nursultan.sadykova89@example.com,seller
790,Rustem Amanov,+77367381114,rustem.amanov90@example.com,buyer
791,Zhanar Akhmetov,+77747790627,zhanar.akhmetov91@example.com,seller
792,Salem Sadykova,+77495214319,salem.sadykova92@example.com,seller
